TargetID,bwa.multi.hit
cg03598947,0
cg03601619,0
cg03604216,0
cg03604519,0
cg03605032,0
cg03605858,0
cg03608855,0
cg03610137,0
cg03636437,0
cg03646906,0
cg03647899,0
cg03650842,0
cg03657257,0
cg03658985,0
cg03659012,0
cg03660541,0
cg03660876,0
cg03661529,0
cg03662494,0
cg03662899,0
cg03663024,0
cg03664928,0
cg03665601,0
cg03665912,0
cg03668629,0
cg03669491,0
cg03670113,0
cg03670355,0
cg03671371,0
cg03672021,0
cg03672915,0
cg03674851,0
cg03675615,0
cg03679005,0
cg03679269,0
cg03681405,0
cg03682444,0
cg03683587,0
cg03687305,0
cg03688409,0
cg03689540,0
cg03691313,0
cg03692134,0
cg03692149,0
cg03692228,0
cg03693842,0
cg03695909,0
cg03697809,0
cg03699508,0
cg03704031,0
cg03704653,0
cg03705894,0
cg03706022,0
cg03709474,0
cg03711046,0
cg03714991,0
cg03715506,0
cg03716231,0
cg03717198,0
cg03717424,0
cg03717635,0
cg03718079,0
cg03718309,0
cg03723123,0
cg03723195,0
cg03723938,0
cg03728850,0
cg03730082,0
cg03732411,0
cg03733831,0
cg03735049,0
cg03735077,0
cg03738247,0
cg03741419,0
cg03742148,0
cg03744114,0
cg03744357,0
cg03746520,0
cg03748372,0
cg03748429,0
cg03748858,0
cg03749630,0
cg03751162,0
cg03752015,0
cg03753451,0
cg03753611,0
cg03754195,0
cg03757053,0
cg03758972,0
cg03759948,0
cg03761894,0
cg03761923,0
cg03762767,0
cg03765359,0
cg03765898,0
cg03766586,0
cg03768687,0
cg03769817,0
cg03773146,0
cg03783575,0
cg03787796,0
cg03788610,0
cg03789606,0
cg03790146,0
cg03790891,0
cg03791434,0
cg03791917,0
cg03793368,0
cg03800724,0
cg03801901,0
cg03802424,0
cg03802931,0
cg03805048,0
cg03806192,0
cg03810476,0
cg03810479,0
cg03811055,0
cg03813951,1
cg03814733,0
cg03817616,0
cg03821767,0
cg03822658,0
cg03823092,0
cg03823149,0
cg03825574,0
cg03826587,1
cg03828160,0
cg03829216,0
cg03829491,0
cg03831206,0
cg03832506,0
cg03833774,0
cg03834574,0
cg03838168,0
cg03840091,0
cg03842291,0
cg03845359,0
cg03845409,0
cg03849262,0
cg03850976,0
cg03851490,0
cg03853861,0
cg03858262,0
cg03859891,0
cg03867952,0
cg03878985,0
cg03885028,0
cg03887211,0
cg03887682,0
cg03892157,0
cg03892808,0
cg03894002,0
cg03895284,0
cg03897851,0
cg03900860,0
cg03905487,0
cg03905986,0
cg03906572,0
cg03908845,0
cg03909472,0
cg03910337,0
cg03915527,0
cg03915742,0
cg03927113,0
cg03927302,0
cg03928924,1
cg03931619,0
cg03933846,0
cg03934360,0
cg03937594,0
cg03939693,0
cg03941517,0
cg03942390,0
cg03944921,0
cg03946442,0
cg03948928,0
cg03949008,0
cg03950785,0
cg03952112,0
cg03957435,0
cg03958104,0
cg03959079,0
cg03959273,0
cg03960747,1
cg03962288,0
cg03962769,0
cg03964424,0
cg03966679,0
cg03968699,0
cg03971283,0
cg03971469,0
cg03972560,0
cg03977822,1
cg03978312,0
cg03983969,0
cg03984295,1
cg03989304,0
cg03990195,0
cg03991766,0
cg03992069,0
cg03992092,0
cg03993368,0
cg03993934,0
cg03995238,0
cg03996447,0
cg04001878,0
cg04010032,0
cg04012614,0
cg04013810,0
cg04014504,0
cg04023829,0
cg04025582,0
cg04026379,0
cg04027004,0
cg04027312,0
cg04027940,0
cg04029282,0
cg04029366,0
cg04029630,0
cg04029664,0
cg04031645,0
cg04032096,0
cg04032503,0
cg04032861,0
cg04033011,0
cg04035233,0
cg04037732,0
cg04039555,0
cg04041812,0
cg04044631,0
cg04044694,0
cg04047414,0
cg04051266,0
cg04053131,0
cg04055739,0
cg04058675,0
cg04059198,0
cg04059980,0
cg04061482,0
cg04064330,0
cg04064672,0
cg04065558,0
cg04065832,0
cg04069100,0
cg04069311,0
cg04069374,0
cg04069419,0
cg04070122,0
cg04071644,0
cg04071770,0
cg04072009,0
cg04075675,0
cg04075827,0
cg04077100,0
cg04077363,0
cg04084455,0
cg04093132,0
cg04094482,0
cg04096096,0
cg04101819,0
cg04103377,0
cg04109661,0
cg04118889,0
cg04123347,0
cg04128303,0
cg04137897,0
cg04139820,0
cg04141767,0
cg04143870,0
cg04144603,0
cg04149024,0
cg04149171,0
cg04150893,0
cg04155024,0
cg04158739,0
cg04162504,0
cg04166210,0
cg04167532,0
cg04167725,0
cg04173432,0
cg04174234,0
cg04174838,0
cg04177332,0
cg04177426,0
cg04182378,0
cg04182474,0
cg04183498,0
cg04184316,0
cg04185841,0
cg04186471,0
cg04189389,0
cg04189697,0
cg04189723,0
cg04190662,0
cg04205692,0
cg04210922,0
cg04211807,0
cg04216286,0
cg04217946,0
cg04221167,0
cg04223454,0
cg04224247,0
cg04225046,0
cg04225254,0
cg04227026,0
cg04227528,0
cg04227631,0
cg04227643,0
cg04233717,0
cg04235544,0
cg04238548,0
cg04238575,0
cg04240856,0
cg04241572,0
cg04243127,0
cg04253298,0
cg04262605,0
cg04270663,0
cg04271131,0
cg04277998,0
cg04279920,0
cg04282422,0
cg04283377,0
cg04287191,0
cg04287686,0
cg04288012,0
cg04288265,0
cg04289416,0
cg04290452,0
cg04290766,0
cg04292836,0
cg04293108,0
cg04294190,0
cg04297329,0
cg04297522,0
cg04297907,0
cg04298609,0
cg04300278,0
cg04301343,0
cg04302178,0
cg04302192,0
cg04302300,0
cg04303560,0
cg04307491,0
cg04308274,0
cg04310247,0
cg04312965,0
cg04317640,0
cg04317926,0
cg04318320,0
cg04318657,0
cg04323365,0
cg04323915,1
cg04324559,0
cg04324607,0
cg04325187,0
cg04327763,0
cg04329736,0
cg04331647,0
cg04334684,0
cg04335355,0
cg04336572,0
cg04337034,0
cg04341767,0
cg04342295,0
cg04342904,0
cg04343775,1
cg04344997,0
cg04345928,0
cg04364889,0
cg04368919,0
cg04369555,0
cg04369574,0
cg04371001,0
cg04371585,0
cg04373587,1
cg04375087,0
cg04376185,0
cg04381324,0
cg04381495,0
cg04384873,0
cg04387098,0
cg04388053,0
cg04388383,0
cg04388409,1
cg04389917,0
cg04391849,0
cg04392209,0
cg04392694,0
cg04393989,0
cg04394795,1
cg04395332,0
cg04397441,0
cg04399994,0
cg04402371,0
cg04402486,0
cg04402798,0
cg04406445,0
cg04412186,0
cg04413754,0
cg04414245,0
cg04414946,0
cg04419618,0
cg04421488,1
cg04421522,0
cg04424215,0
cg04424654,0
cg04427987,0
cg04428826,0
cg04437194,0
cg04437234,0
cg04455030,0
cg04455999,0
cg04464742,0
cg04474375,0
cg04476849,0
cg04481865,0
cg04483741,0
cg04483797,0
cg04484695,0
cg04486022,0
cg04488527,0
cg04489366,0
cg04490290,0
cg04491396,0
cg04492048,0
cg04493225,0
cg04493740,0
cg04494122,0
cg04495420,0
cg04497165,0
cg04499381,0
cg04501372,0
cg04510816,0
cg04514385,0
cg04515986,0
cg04522721,0
cg04524851,0
cg04528545,0
cg04529406,0
cg04532200,0
cg04533302,1
cg04533591,0
cg04535803,0
cg04544154,0
cg04544498,0
cg04545159,0
cg04549977,0
cg04552106,0
cg04553232,0
cg04557963,0
cg04562662,0
cg04565250,0
cg04569165,0
cg04574552,0
cg04574723,0
cg04575501,0
cg04581892,0
cg04584307,0
cg04586456,0
cg04587983,0
cg04593531,0
cg04593869,0
cg04594276,0
cg04595053,0
cg04595393,0
cg04596655,0
cg04598095,0
cg04598328,0
cg04598760,0
cg04599817,0
cg04602218,0
cg04613080,0
cg04614203,0
cg04616757,0
cg04617012,0
cg04619644,0
cg04620228,0
cg04621904,0
cg04624564,0
cg04625493,0
cg04625528,0
cg04626105,0
cg04626171,0
cg04629827,0
cg04630982,0
cg04636194,0
cg04637219,0
cg04637490,0
cg04640677,0
cg04641663,0
cg04642759,0
cg04644844,0
cg04646630,0
cg04646860,0
cg04647039,0
cg04647094,0
cg04650971,0
cg04651193,1
cg04653083,0
cg04653706,0
cg04659622,0
cg04663649,0
cg04665139,0
cg04667267,0
cg04669465,0
cg04675170,0
cg04675306,0
cg04675919,0
cg04676446,0
cg04677508,0
cg04681171,0
cg04685060,0
cg04688327,0
cg04688815,0
cg04689451,0
cg04690567,0
cg04691867,0
cg04696059,0
cg04697849,0
cg04699313,0
cg04700060,0
cg04700811,0
cg04702045,0
cg04702079,0
cg04702368,0
cg04703500,0
cg04704683,0
cg04709809,0
cg04710661,0
cg04712194,0
cg04716051,0
cg04717613,0
cg04721883,0
cg04730443,0
cg04733222,0
cg04734394,0
cg04734446,0
cg04735237,0
cg04738169,0
cg04739874,0
cg04740028,0
cg04743474,0
cg04744025,0
cg04745408,0
cg04745934,0
cg04746792,0
cg04747879,0
cg04748497,0
cg04751297,0
cg04751886,0
cg04752574,0
cg04754076,0
cg04755045,0
cg04755662,0
cg04762552,0
cg04763286,0
cg04764476,0
cg04765207,1
cg04765675,0
cg04768312,0
cg04768884,0
cg04769268,0
cg04769341,0
cg04769935,0
cg04771154,0
cg04771729,0
cg04772362,0
cg04774951,0
cg04777103,0
cg04777541,0
cg04778337,0
cg04779297,0
cg04782269,0
cg04784122,0
cg04787237,0
cg04790097,0
cg04790137,0
cg04790148,0
cg04791287,0
cg04791822,0
cg04793532,0
cg04811556,0
cg04811950,0
cg04812084,0
cg04812249,0
cg04813240,0
cg04814085,0
cg04817724,0
cg04820200,0
cg04820593,0
cg04820960,0
cg04821008,0
cg04821091,0
cg04822167,0
cg04822213,0
cg04823894,0
cg04828704,0
cg04836978,0
cg04843066,0
cg04843340,0
cg04852271,1
cg04853367,0
cg04854285,0
cg04855291,0
cg04855977,0
cg04856605,0
cg04860194,0
cg04861259,0
cg04867253,0
cg04872051,0
cg04875162,0
cg04882894,0
cg04886382,1
cg04886514,0
cg04886769,0
cg04889508,0
cg04907664,0
cg04918728,0
cg04919858,0
cg04920616,0
cg04922020,0
cg04924141,0
cg04924696,0
cg04924736,0
cg04924962,0
cg04926827,0
cg04927540,0
cg04927657,0
cg04927982,0
cg04929015,0
cg04929022,0
cg04929599,0
cg04929865,0
cg04930858,0
cg04931939,0
cg04932149,0
cg04932755,0
cg04941611,0
cg04944936,0
cg04950711,0
cg04960964,0
cg04967538,0
cg04979234,0
cg04985372,0
cg04992335,0
cg04995154,0
cg05012785,0
cg05016192,0
cg05019001,0
cg05026884,0
cg05028071,0
cg05028588,0
cg05029625,1
cg05031352,0
cg05032098,0
cg05032353,0
cg05032903,0
cg05034175,0
cg05039054,0
cg05039749,0
cg05040675,0
cg05041728,0
cg05044339,0
cg05045028,0
cg05045659,0
cg05045738,0
cg05047411,0
cg05047811,0
cg05049545,0
cg05049933,0
cg05050864,0
cg05052243,0
cg05052271,0
cg05059648,0
cg05059874,1
cg05059994,0
cg05061296,0
cg05061650,0
cg05064925,0
cg05065576,0
cg05066631,0
cg05070565,0
cg05071823,0
cg05073171,0
cg05074623,0
cg05078558,0
cg05078775,0
cg05080834,0
cg05083020,0
cg05085049,0
cg05086798,0
cg05087624,0
cg05088006,0
cg05088151,0
cg05091491,0
cg05091873,0
cg05093881,0
cg05093999,0
cg05096434,0
cg05096515,0
cg05096731,0
cg05100261,0
cg05100268,0
cg05100479,0
cg05101765,0
cg05103731,0
cg05104476,0
cg05105069,0
cg05106463,0
cg05106824,0
cg05109065,0
cg05109619,0
cg05113908,1
cg05114100,0
cg05116452,0
cg05116966,0
cg05118621,0
cg05121989,0
cg05123368,1
cg05124235,0
cg05127037,0
cg05127178,0
cg05129588,0
cg05130312,0
cg05131629,0
cg05134041,0
cg05135729,0
cg05135828,0
cg05137263,0
cg05137662,1
cg05138704,0
cg05140257,0
cg05141400,0
cg05143403,0
cg05147108,0
cg05147330,0
cg05147582,0
cg05148324,0
cg05151505,0
cg05152051,0
cg05152459,0
cg05152874,0
cg05153913,0
cg05155058,0
cg05157702,0
cg05158109,0
cg05159604,0
cg05162528,0
cg05168419,0
cg05169062,0
cg05172693,0
cg05175213,0
cg05177544,0
cg05181110,0
cg05181702,0
cg05184076,0
cg05184436,0
cg05184682,0
cg05185504,0
cg05185776,0
cg05190516,0
cg05190630,0
cg05192472,0
cg05193067,0
cg05193141,0
cg05195686,0
cg05196026,0
cg05196231,0
cg05196885,0
cg05200254,0
cg05200893,0
cg05204037,0
cg05204193,0
cg05206294,0
cg05206587,0
cg05212419,0
cg05215305,0
cg05215598,0
cg05219035,0
cg05219621,0
cg05222959,0
cg05223249,0
cg05223760,0
cg05225083,0
cg05226646,0
cg05237470,0
cg05237609,0
cg05237970,0
cg05239680,0
cg05239824,0
cg05240059,0
cg05240083,0
cg05240537,1
cg05242815,0
cg05245722,0
cg05254049,0
cg05257372,0
cg05257597,0
cg05257898,0
cg05257947,0
cg05259868,0
cg05260852,0
cg05260949,0
cg05264033,0
cg05272837,0
cg05275343,0
cg05279113,0
cg05280762,0
cg05283871,0
cg05286724,0
cg05287266,0
cg05288642,0
cg05288740,0
cg05288927,0
cg05290899,0
cg05292991,0
cg05293502,0
cg05294909,0
cg05295197,0
cg05295417,0
cg05295688,0
cg05302110,0
cg05302212,0
cg05305702,0
cg05305760,0
cg05307865,0
cg05313317,0
cg05313921,0
cg05321038,0
cg05322190,0
cg05324686,0
cg05327750,0
cg05335577,0
cg05339472,0
cg05345404,0
cg05347431,0
cg05356800,0
cg05361475,0
cg05363666,0
cg05365121,0
cg05370638,0
cg05371395,0
cg05371922,0
cg05373692,0
cg05374090,0
cg05375002,0
cg05375065,0
cg05376895,0
cg05378963,0
cg05379196,0
cg05385216,0
cg05385973,1
cg05392989,0
cg05393376,0
cg05396017,0
cg05397738,0
cg05397813,0
cg05397816,0
cg05397934,0
cg05400670,0
cg05405674,0
cg05407106,1
cg05407550,0
cg05411132,0
cg05411980,0
cg05414241,0
cg05414556,0
cg05418443,0
cg05418506,0
cg05418779,0
cg05419061,0
cg05419227,0
cg05422360,0
cg05423956,0
cg05424366,0
cg05424879,0
cg05425577,0
cg05427163,0
cg05434903,0
cg05435697,0
cg05437059,0
cg05438092,0
cg05439258,1
cg05441864,0
cg05442715,0
cg05443523,0
cg05444994,0
cg05445331,0
cg05445588,0
cg05446138,0
cg05448962,0
cg05449830,0
cg05450314,0
cg05452887,0
cg05453458,0
cg05453618,0
cg05453733,0
cg05454424,0
cg05454990,0
cg05455393,0
cg05456652,0
cg05459616,0
cg05461361,0
cg05462236,0
cg05463813,0
cg05463948,0
cg05464374,0
cg05467600,0
cg05470074,0
cg05471258,0
cg05472237,0
cg05473496,0
cg05474077,0
cg05475280,0
cg05476089,0
cg05476522,0
cg05478253,0
cg05479376,0
cg05480640,0
cg05483199,0
cg05491276,0
cg05494459,0
cg05507097,0
cg05508067,0
cg05511138,0
cg05511752,0
cg05512407,0
cg05515118,0
cg05516935,0
cg05522559,0
cg05524154,0
cg05526804,0
cg05529533,0
cg05530348,0
cg05532403,0
cg05532720,0
cg05533223,0
cg05534333,0
cg05539388,0
cg05542153,0
cg05545272,0
cg05547600,0
cg05548773,0
cg05548952,0
cg05551025,0
cg05553756,0
cg05554396,0
cg05555050,0
cg05555725,0
cg05558522,0
cg05559023,0
cg05559795,0
cg05559881,0
cg05560472,0
cg05563333,0
cg05563347,0
cg05564395,0
cg05565735,0
cg05566296,0
cg05570079,0
cg05570609,0
cg05572164,0
cg05572207,0
cg05572834,0
cg05573563,0
cg05574878,0
cg05576548,0
cg05578291,0
cg05579254,0
cg05580931,0
cg05585317,0
cg05587158,0
cg05591348,1
cg05592527,0
cg05594230,0
cg05598468,0
cg05599151,0
cg05599348,0
cg05600581,0
cg05600804,1
cg05605384,0
cg05605944,0
cg05609837,0
cg05629323,0
cg05630320,0
cg05633597,0
cg05638634,0
cg05652828,0
cg05655038,0
cg05655041,0
cg05666266,0
cg05673087,0
cg05673346,0
cg05679489,0
cg05680973,0
cg05682970,0
cg05684200,0
cg05684622,0
cg05685296,0
cg05687312,0
cg05688478,0
cg05689984,0
cg05690949,0
cg05692422,0
cg05695951,0
cg05695959,0
cg05699139,0
cg05699806,0
cg05704524,0
cg05706696,0
cg05707218,0
cg05707815,0
cg05720573,0
cg05721877,0
cg05735850,0
cg05740522,0
cg05740959,0
cg05742782,0
cg05747459,0
cg05748359,0
cg05748796,0
cg05749792,0
cg05756954,0
cg05772663,0
cg05777666,0
cg05777690,0
cg05779963,0
cg05782106,0
cg05782651,0
cg05782751,0
cg05782975,0
cg05783039,0
cg05784171,0
cg05784594,0
cg05785344,0
cg05785376,0
cg05786601,0
cg05788681,0
cg05789980,0
cg05793108,0
cg05793280,0
cg05799859,0
cg05801573,0
cg05801628,0
cg05802072,0
cg05803370,0
cg05803913,0
cg05803942,0
cg05804339,0
cg05806018,0
cg05806387,0
cg05807734,0
cg05812657,0
cg05826817,0
cg05829338,0
cg05832562,0
cg05833518,0
cg05835545,0
cg05835547,1
cg05836475,0
cg05837244,0
cg05837905,0
cg05839786,0
cg05849149,0
cg05849875,0
cg05856884,0
cg05858130,0
cg05859577,0
cg05860920,0
cg05861409,0
cg05866836,0
cg05867448,0
cg05870108,0
cg05870315,0
cg05872215,0
cg05872222,0
cg05872808,0
cg05873659,0
cg05875427,0
cg05876899,0
cg05877833,0
cg05878968,0
cg05880897,0
cg05883299,0
cg05883757,0
cg05884886,0
cg05886698,0
cg05887304,0
cg05889382,0
cg05889642,0
cg05891083,0
cg05892376,0
cg05892902,0
cg05893072,0
cg05894744,0
cg05895666,0
cg05896813,0
cg05897571,0
cg05899258,0
cg05899999,0
cg05902460,0
cg05902740,0
cg05903800,0
cg05905814,0
cg05906362,0
cg05907136,1
cg05908188,0
cg05908833,0
cg05911704,0
cg05911774,0
cg05914696,0
cg05915658,0
cg05921207,0
cg05922253,0
cg05929502,0
cg05929865,0
cg05932828,0
cg05933703,0
cg05935584,0
cg05939629,0
cg05939965,0
cg05941375,0
cg05943154,0
cg05943755,0
cg05946161,0
cg05947181,0
cg05950094,0
cg05958056,0
cg05958126,0
cg05961595,0
cg05965444,0
cg05967389,0
cg05975021,0
cg05980727,0
cg05987154,0
cg05994819,0
cg05996238,0
cg05996419,0
cg05999377,0
cg06000876,0
cg06001976,1
cg06002208,0
cg06002470,0
cg06008640,0
cg06010380,0
cg06014506,0
cg06015784,0
cg06016676,0
cg06016684,0
cg06019215,0
cg06022838,0
cg06024075,0
cg06027835,0
cg06036585,0
cg06037923,0
cg06039729,0
cg06041068,0
cg06041240,0
cg06042004,0
cg06042574,0
cg06046085,0
cg06046696,0
cg06051391,0
cg06051662,0
cg06053110,0
cg06055266,0
cg06055478,0
cg06055803,0
cg06058235,1
cg06068111,0
cg06068202,0
cg06068891,0
cg06069823,0
cg06069996,0
cg06070578,0
cg06072560,0
cg06077978,0
cg06079646,0
cg06079963,0
cg06084034,0
cg06091035,0
cg06093412,0
cg06097615,0
cg06098232,0
cg06099218,0
cg06102452,0
cg06102971,0
cg06104510,0
cg06104959,0
cg06106988,0
cg06107108,0
cg06109624,0
cg06112349,0
cg06116593,0
cg06116594,0
cg06119392,0
cg06122016,0
cg06124711,0
cg06126323,0
cg06127902,0
cg06128881,0
cg06129596,0
cg06130360,0
cg06131666,0
cg06134608,0
cg06135529,0
cg06135650,0
cg06136002,0
cg06137651,0
cg06137672,0
cg06138173,0
cg06139288,0
cg06140460,0
cg06140761,0
cg06143713,0
cg06144608,0
cg06144825,0
cg06144999,0
cg06145195,0
cg06145357,0
cg06148972,0
cg06149454,0
cg06152434,0
cg06152508,0
cg06157408,0
cg06157561,0
cg06158088,0
cg06159667,0
cg06162422,0
cg06163534,0
cg06164717,0
cg06165699,0
cg06168286,0
cg06170080,0
cg06170110,0
cg06170215,0
cg06172119,0
cg06172626,0
cg06174815,0
cg06177698,0
cg06178309,0
cg06180047,0
cg06184979,0
cg06185870,0
cg06186228,0
cg06187102,0
cg06190216,0
cg06201264,0
cg06204009,0
cg06205205,0
cg06206449,0
cg06208111,0
cg06213900,0
cg06216469,0
cg06217046,0
cg06219046,0
cg06219927,0
cg06220755,0
cg06223806,0
cg06228453,0
cg06230327,0
cg06231015,0
cg06231618,0
cg06232789,0
cg06232846,0
cg06233761,0
cg06234064,0
cg06238055,0
cg06242330,0
cg06243722,1
cg06246900,0
cg06252876,0
cg06253229,0
cg06256374,1
cg06256785,0
cg06259852,0
cg06266461,0
cg06267144,0
cg06267203,0
cg06267401,0
cg06268269,0
cg06268905,0
cg06269080,0
cg06270497,0
cg06272245,0
cg06273903,0
cg06275134,1
cg06277838,0
cg06282443,0
cg06282524,0
cg06286431,0
cg06287707,0
cg06288270,0
cg06289882,0
cg06291093,0
cg06292022,0
cg06293983,0
cg06294995,0
cg06295352,0
cg06297686,0
cg06298190,0
cg06298361,0
cg06300107,0
cg06300944,0
cg06302025,0
cg06302218,0
cg06302402,0
cg06306751,0
cg06307153,0
cg06308344,0
cg06308972,0
cg06309256,0
cg06309822,0
cg06310760,0
cg06313930,0
cg06318809,0
cg06323119,0
cg06323885,0
cg06325687,1
cg06327799,0
cg06334238,0
cg06338119,0
cg06340713,0
cg06341336,0
cg06350107,0
cg06350796,0
cg06363801,0
cg06372522,0
cg06373526,0
cg06375559,0
cg06376033,0
cg06376940,0
cg06379640,0
cg06380355,0
cg06384491,0
cg06384623,0
cg06392956,0
cg06400167,0
cg06406538,0
cg06407366,0
cg06408025,0
cg06408185,0
cg06408301,0
cg06408533,0
cg06409934,0
cg06410866,0
cg06411441,0
cg06416018,0
cg06416685,0
cg06427226,0
cg06428055,0
cg06428288,0
cg06431415,0
cg06431611,0
cg06438094,0
cg06438727,0
cg06438901,0
cg06439589,0
cg06441867,0
cg06442736,0
cg06442844,0
cg06442966,0
cg06443675,0
cg06443888,0
cg06444329,0
cg06447436,0
cg06448666,0
cg06452893,0
cg06452970,0
cg06454337,0
cg06454951,0
cg06455206,0
cg06455967,0
cg06457149,0
cg06457249,0
cg06457357,0
cg06461462,0
cg06462425,0
cg06462431,0
cg06462727,0
cg06464066,0
cg06465306,0
cg06467462,0
cg06467636,0
cg06468442,0
cg06469252,0
cg06472116,0
cg06472309,0
cg06475150,0
cg06475811,0
cg06476341,0
cg06479978,0
cg06481089,0
cg06482328,0
cg06489418,0
cg06492112,0
cg06494770,0
cg06504563,0
cg06505213,0
cg06505768,0
cg06506080,0
cg06510592,0
cg06511189,0
cg06513359,0
cg06514587,0
cg06520740,0
cg06521531,0
cg06522219,0
cg06525551,0
cg06526829,0
cg06534187,0
cg06535161,0
cg06538334,0
cg06538336,0
cg06539694,0
cg06540859,0
cg06544877,0
cg06548617,0
cg06549249,0
cg06551391,0
cg06552195,0
cg06554760,0
cg06558166,0
cg06558952,0
cg06568260,0
cg06578851,0
cg06583412,0
cg06614969,0
cg06615444,0
cg06616051,0
cg06616857,0
cg06617418,0
cg06619487,0
cg06620254,0
cg06620299,0
cg06621863,0
cg06623468,0
cg06624712,0
cg06624970,0
cg06625174,0
cg06625916,0
cg06628622,0
cg06630839,0
cg06633205,0
cg06633743,0
cg06645047,0
cg06646098,0
cg06647694,0
cg06649034,0
cg06649626,0
cg06650493,0
cg06650546,0
cg06650776,0
cg06650847,0
cg06654051,0
cg06655100,0
cg06656651,0
cg06657741,0
cg06659128,0
cg06663923,0
cg06666117,0
cg06667703,0
cg06672093,0
cg06673178,0
cg06675660,0
cg06683780,0
cg06691299,0
cg06692867,0
cg06700462,0
cg06701191,0
cg06705078,0
cg06705167,0
cg06711837,0
cg06712539,0
cg06715672,0
cg06717971,0
cg06720669,0
cg06721573,0
cg06731599,0
cg06739534,0
cg06742032,0
cg06742180,0
cg06746884,0
cg06746903,1
cg06758848,0
cg06761424,0
cg06765430,0
cg06767008,0
cg06769752,0
cg06772067,0
cg06774124,0
cg06774787,0
cg06775759,0
cg06776123,0
cg06776257,0
cg06776776,0
cg06778013,0
cg06778844,0
cg06779458,0
cg06779802,0
cg06780601,0
cg06780606,0
cg06782349,0
cg06783548,0
cg06786167,0
cg06789392,0
cg06791102,0
cg06792724,0
cg06793890,0
cg06794323,0
cg06796204,0
cg06803079,0
cg06804788,0
cg06805513,0
cg06806679,0
cg06807018,0
cg06809565,0
cg06810133,0
cg06811375,0
cg06814121,0
cg06815914,0
cg06816704,0
cg06818142,0
cg06818555,0
cg06822229,0
cg06828129,0
cg06831164,0
cg06831832,0
cg06833902,0
cg06834235,0
cg06834983,0
cg06839398,0
cg06845960,0
cg06848990,0
cg06851753,0
cg06852103,0
cg06860598,0
cg06864633,1
cg06868150,0
cg06870560,0
cg06871279,0
cg06873315,0
cg06875704,0
cg06876079,0
cg06877198,0
cg06878303,0
cg06879828,0
cg06883934,0
cg06885779,0
cg06891491,0
cg06892157,0
cg06895515,0
cg06899582,0
cg06900776,0
cg06902764,0
cg06908232,0
cg06909745,0
cg06913629,0
cg06915321,0
cg06915915,0
cg06916310,0
cg06918955,0
cg06919398,0
cg06919903,0
cg06920429,0
cg06921456,0
cg06921685,0
cg06922569,0
cg06925836,0
cg06927864,0
cg06936709,0
cg06938654,0
cg06939792,0
cg06942445,0
cg06943437,0
cg06943593,0
cg06944050,0
cg06944211,0
cg06944922,0
cg06945800,0
cg06948553,0
cg06953627,0
cg06957108,0
cg06959635,0
cg06963219,0
cg06963664,0
cg06964654,0
cg06967228,0
cg06968752,0
cg06971254,0
cg06980881,0
cg06981242,0
cg06988760,0
cg07001318,0
cg07001612,1
cg07004091,1
cg07004932,0
cg07005924,0
cg07007780,0
cg07010478,0
cg07011790,0
cg07012573,0
cg07026431,0
cg07029395,0
cg07038409,0
cg07042747,0
cg07049424,0
cg07051162,0
cg07051329,0
cg07053481,0
cg07053880,0
cg07054622,0
cg07055143,0
cg07055845,0
cg07056506,0
cg07056550,0
cg07061351,0
cg07063211,1
cg07063583,0
cg07066594,0
cg07069575,0
cg07069660,0
cg07070466,1
cg07070940,0
cg07076318,0
cg07079445,0
cg07079936,0
cg07086565,0
cg07088622,0
cg07089242,0
cg07089438,0
cg07091641,0
cg07093674,0
cg07094528,0
cg07096038,0
cg07096248,0
cg07098277,0
cg07099245,0
cg07103644,0
cg07108522,0
cg07109010,0
cg07112779,0
cg07115116,0
cg07115537,0
cg07136610,0
cg07136872,0
cg07137581,0
cg07143052,0
cg07146718,0
cg07147350,0
cg07150680,0
cg07151929,0
cg07153944,0
cg07156563,0
cg07157700,0
cg07158153,0
cg07160107,0
cg07161993,0
cg07167981,0
cg07172237,0
cg07172550,0
cg07174097,0
cg07177300,0
cg07180121,0
cg07180360,0
cg07181891,0
cg07182248,0
cg07186939,0
cg07187289,0
cg07187723,0
cg07191545,0
cg07192043,0
cg07193309,0
cg07194250,0
cg07195469,0
cg07195539,0
cg07195705,0
cg07198345,0
cg07198771,0
cg07200487,0
cg07201013,0
cg07204290,0
cg07206010,0
cg07207959,0
cg07208231,0
cg07210774,0
cg07210835,0
cg07211220,0
cg07211915,0
cg07214066,0
cg07215528,0
cg07223177,0
cg07240096,0
cg07242375,0
cg07253552,0
cg07256221,0
cg07256643,0
cg07258624,0
cg07260325,1
cg07260443,0
cg07261646,0
cg07264097,0
cg07274490,0
cg07274922,0
cg07276379,0
cg07278328,0
cg07283407,0
cg07295246,0
cg07297906,0
cg07309821,0
cg07311845,0
cg07312966,0
cg07313078,0
cg07314984,0
cg07318999,0
cg07320017,0
cg07324045,0
cg07337720,0
cg07342016,0
cg07343739,0
cg07344627,0
cg07349006,0
cg07352612,0
cg07354666,0
cg07356189,0
cg07358738,0
cg07363416,0
cg07368951,0
cg07374632,0
cg07380282,1
cg07381502,0
cg07382308,0
cg07382899,0
cg07386410,0
cg07388156,0
cg07388258,0
cg07390373,0
cg07392722,0
cg07393670,0
cg07395435,0
cg07395724,1
cg07395961,0
cg07398429,0
cg07405239,0
cg07409400,0
cg07413830,0
cg07413956,0
